index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,year
3868,Kew,1/1203 Burke Rd,3,t,,S,Xynergy,7/8/2017,5.4,3101,3,2,2,257,126,1970,Boroondara,-37.81317,145.05993,Southern Metropolitan,10331,2017
3869,Meadow Heights,13 Haddon Ct,8,h,,S,Barry,9/23/2017,17.4,3048,8,3,1,1063,101,1980,,-37.65826,144.92538,Northern Metropolitan,4704,2017
3870,Greenvale,13 Ambleside Rd,3,h,,PI,YPA,6/24/2017,20.4,3059,3,2,2,775,126,1970,Hume,-37.64385,144.89221,Northern Metropolitan,4864,2017
3871,Sunshine North,16 Ball St,3,h,,S,GL,10/15/2016,13.3,3020,3,1,1,668,126,1970,Brimbank,-37.7661,144.84,Western Metropolitan,4217,2016
3872,Essendon,48 Fitzgerald Rd,3,h,,PI,Nelson,6/3/2017,7.5,3040,3,1,1,324,126,1970,Moonee Valley,-37.7525,144.90417,Western Metropolitan,9264,2017
3873,Surrey Hills,17 Weybridge St,3,h,,S,Fletchers,6/27/2016,11.2,3127,3,2,1,735,219,1920,Boroondara,-37.8182,145.096,Southern Metropolitan,5457,2016
3874,Reservoir,1 Harmer St,4,h,,S,hockingstuart,7/26/2016,11.2,3073,4,2,3,936,262,1985,Darebin,-37.7021,145.0178,Northern Metropolitan,21650,2016
3875,Ashburton,29A Yuile St,5,h,,S,Jellis,3/18/2017,11,3147,5,5,2,755,444,2015,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052,2017
3876,Bentleigh East,18 May St,3,h,,S,Paul,12/10/2016,13.9,3165,3,1,1,581,126,1970,Glen Eira,-37.9177,145.0535,Southern Metropolitan,10969,2016
3877,Newport,36 Junction St,3,h,,SP,Hunter,6/24/2017,6.2,3015,3,1,2,492,103,1940,Hobsons Bay,-37.83529,144.87893,Western Metropolitan,5498,2017
3878,Windsor,5 Gladstone St,3,h,,S,Jellis,9/16/2017,4.6,3181,3,1,1,188,150,1907,,-37.85277,144.98485,Southern Metropolitan,4380,2017
3879,Armadale,5/555 Orrong Rd,1,u,,S,hockingstuart,8/28/2016,6.3,3143,1,1,1,0,53,2013,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836,2016
3880,Fawkner,8 Baird St,2,h,,S,Ray,6/24/2017,13.1,3060,2,1,2,665,30,1970,Moreland,-37.70673,144.97108,Northern Metropolitan,5070,2017
3881,Spotswood,118 The Avenue,4,t,,S,Jas,9/17/2016,7.7,3015,3,3,2,278,277,2015,Hobsons Bay,-37.8261,144.8718,Western Metropolitan,1223,2016
3882,Brunswick East,15 Ethel St,2,h,,S,Nelson,5/22/2016,4.5,3057,2,1,1,148,126,1970,Moreland,-37.7722,144.9751,Northern Metropolitan,5533,2016
3883,Hawthorn,5/24 Muir St,2,u,,S,Woodards,7/29/2017,5.3,3122,2,1,1,974,126,1960,Boroondara,-37.81494,145.01744,Southern Metropolitan,11308,2017
3884,Mount Waverley,15 Anthony Dr,3,h,,S,Jellis,8/26/2017,14.2,3149,3,2,1,470,118,1960,,-37.88751,145.13545,Eastern Metropolitan,13366,2017
3885,Melbourne,3301/288 Spencer St,2,u,,VB,Elite,3/18/2017,2.8,3000,2,1,1,0,92,1970,Melbourne,-37.8138,144.952,Northern Metropolitan,17496,2017
3886,Viewbank,42 Graham Rd,4,h,,S,Miles,12/3/2016,13.8,3084,4,3,2,669,163,1960,Banyule,-37.7419,145.083,Eastern Metropolitan,2698,2016
3887,Brighton,6 Hamilton St,3,h,,S,Marshall,9/17/2016,11.2,3186,3,2,1,359,126,1970,Bayside,-37.8965,145.0022,Southern Metropolitan,10579,2016
3888,Toorak,16 Cole Ct,3,h,,S,Marshall,8/28/2016,4.6,3142,3,2,1,363,215,1935,Stonnington,-37.8445,145.0182,Southern Metropolitan,7217,2016
3889,Sunshine,166a Morris St,2,u,,SP,Jas,11/19/2016,12.6,3020,2,1,1,0,126,1970,Brimbank,-37.7922,144.8283,Western Metropolitan,3755,2016
3890,Greensborough,23 Bullanoo Ct,3,h,,S,Buckingham,7/22/2017,16.1,3088,3,2,2,672,126,1970,Nillumbik,-37.68989,145.10698,Northern Metropolitan,8524,2017
3891,Forest Hill,2 Thornhill Dr,6,h,,S,Ray,7/15/2017,15.4,3131,6,3,2,579,126,1970,Whitehorse,-37.83508,145.16936,Eastern Metropolitan,4385,2017
3892,Malvern,51 Dixon St,2,h,,S,Marshall,11/12/2016,7.4,3144,2,1,2,277,126,1970,Stonnington,-37.8586,145.0375,Southern Metropolitan,4675,2016
3893,Reservoir,39 Crevelli St,3,h,,S,Stockdale,9/3/2017,12,3073,3,1,1,170,128,1950,,-37.72924,145.02981,Northern Metropolitan,21650,2017
3894,Braybrook,25 Errol St,4,h,,S,Barry,7/26/2016,10.8,3019,4,2,1,288,160,2000,Maribyrnong,-37.7775,144.855,Western Metropolitan,3589,2016
3895,South Morang,7 Loveridge Wy,4,h,,SP,Ray,7/29/2017,20.5,3752,4,2,1,229,156,1970,Whittlesea,-37.62614,145.06723,Northern Metropolitan,7969,2017
3896,Brunswick West,7/19 Waxman Pde,3,u,,S,Nelson,6/17/2017,5.2,3055,3,1,1,138,126,1970,Moreland,-37.75904,144.93388,Northern Metropolitan,7082,2017
3897,Armadale,2/377 Dandenong Rd,2,u,,S,Jellis,2/25/2017,6.3,3143,2,1,1,1194,126,1953,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836,2017
3898,Heidelberg,17/127 Hawdon St,2,u,,S,Nelson,3/11/2017,10.6,3084,2,1,2,4497,126,1970,Banyule,-37.7529,145.065,Eastern Metropolitan,2890,2017
3899,Camberwell,4/17 Hazel St,2,u,,PI,Noel,3/18/2017,7.8,3124,2,2,2,188,126,1970,Boroondara,-37.8442,145.0668,Southern Metropolitan,8920,2017
3900,Northcote,217 Westgarth St,2,h,,VB,Nelson,9/16/2017,5.3,3070,2,1,2,242,126,1970,,-37.78254,145.01014,Northern Metropolitan,11364,2017
3901,Mount Waverley,3/20 Briggs St,4,t,,SP,Buxton,6/24/2017,14.2,3149,4,2,2,196,126,1970,Monash,-37.89456,145.11388,Eastern Metropolitan,13366,2017
3902,Mont Albert,11 Inglisby Rd,4,h,,S,Jellis,7/1/2017,10.2,3127,4,2,5,728,126,1970,Whitehorse,-37.81402,145.10336,Eastern Metropolitan,2079,2017
3903,Frankston,42 Kars St,3,h,,S,hockingstuart,7/1/2017,38,3199,3,2,1,368,126,1970,Frankston,-38.1523,145.11874,South-Eastern Metropolitan,17055,2017
3904,Flemington,16/60 Farnham St,2,u,,S,Nelson,5/13/2017,4.4,3031,2,1,1,0,62,1970,Moonee Valley,-37.7826,144.9311,Northern Metropolitan,3593,2017
3905,Watsonia,1 Elder St,3,h,,PI,Darren,2/25/2017,14.9,3087,3,1,2,650,126,1970,Banyule,-37.711,145.0854,Northern Metropolitan,2329,2017
3906,Richmond,2 Moore St,1,h,,S,Biggin,4/29/2017,2.6,3121,1,1,0,126,77,1900,Yarra,-37.8259,145.0107,Northern Metropolitan,14949,2017
3907,Hawthorn,63 Liddiard St,4,h,,S,Jellis,7/1/2017,5.3,3122,4,1,3,636,156,1890,Boroondara,-37.81931,145.04107,Southern Metropolitan,11308,2017
3908,Parkdale,5 Morris St,5,h,,VB,hockingstuart,7/29/2017,21.5,3195,5,2,2,653,126,1970,Kingston,-37.99336,145.08953,South-Eastern Metropolitan,5087,2017
3909,Hampton,118 Ludstone St,2,h,,SA,Chisholm,11/12/2016,13.7,3188,2,1,1,801,126,1934,Bayside,-37.9348,145.0162,Southern Metropolitan,5454,2016
3910,Preston,428 Plenty Rd,3,h,,S,hockingstuart,5/27/2017,8.4,3072,3,1,2,581,126,1970,Darebin,-37.73972,145.0111,Northern Metropolitan,14577,2017
3911,Westmeadows,14 Duncan Ct,4,h,,S,Barry,7/8/2017,16.5,3049,4,2,4,744,126,1970,Hume,-37.6815,144.87892,Northern Metropolitan,2474,2017
3912,Brunswick,60 Rose St,3,h,,S,Woodards,5/28/2016,5.2,3056,3,1,2,996,126,1970,Moreland,-37.7564,144.9527,Northern Metropolitan,11918,2016
3913,Brighton East,174 South Rd,3,h,,SP,Buxton,8/12/2017,10.3,3187,3,1,2,605,181,1920,Bayside,-37.93063,145.01314,Southern Metropolitan,6938,2017
3914,Reservoir,33 McMahon Rd,5,h,,S,RW,4/8/2017,11.2,3073,5,2,2,676,100,1960,Darebin,-37.7114,145.021,Northern Metropolitan,21650,2017
3915,Malvern,4/30 Finlayson St,1,u,,SP,hockingstuart,7/8/2017,5.9,3144,1,1,1,0,126,1970,Stonnington,-37.87012,145.03545,Southern Metropolitan,4675,2017
3916,Kilsyth,42 Byron Rd,3,h,,SA,Barry,7/8/2017,26,3137,3,1,3,992,126,1957,Maroondah,-37.80467,145.30297,Eastern Metropolitan,4654,2017
3917,Greenvale,12 Taormina St,3,h,,VB,Barry,5/27/2017,20.4,3059,3,2,2,392,126,2013,Hume,-37.62458,144.88546,Northern Metropolitan,4864,2017
3918,Hadfield,9 Bond St,3,h,,S,Eview,7/8/2017,11.2,3046,3,1,1,626,122,1950,Moreland,-37.71425,144.95013,Northern Metropolitan,2606,2017
3919,Ashwood,1/136 High Street Rd,3,h,,PI,Fletchers,11/7/2016,12.2,3147,3,2,4,400,94,1950,Monash,-37.8675,145.106,Southern Metropolitan,2894,2016
3920,Oak Park,11 Hillcrest Rd,5,h,,VB,Brad,7/30/2016,11.5,3046,5,2,2,568,260,1995,Moreland,-37.7129,144.9253,Northern Metropolitan,2651,2016
3921,South Yarra,5/9 Rockley Rd,2,u,,S,Jellis,4/22/2017,3.3,3141,2,1,1,0,106,1970,Stonnington,-37.8383,144.9995,Southern Metropolitan,14887,2017
3922,Ivanhoe,5 Stanley St,3,h,,S,William,9/10/2016,7.9,3079,3,1,2,630,126,1960,Banyule,-37.7635,145.039,Eastern Metropolitan,5549,2016
3923,Coburg,11/5 Industry La,2,u,,VB,Nelson,4/16/2016,7.8,3058,2,2,1,0,96,1880,Moreland,-37.7367,144.9701,Northern Metropolitan,11204,2016
3924,Malvern,29/202 Wattletree Rd,2,u,,SP,hockingstuart,10/15/2016,7.4,3144,2,1,1,0,80,1970,Stonnington,-37.8633,145.0338,Southern Metropolitan,4675,2016
3925,Balwyn North,39 Kawarren St,4,h,,S,Jellis,9/10/2016,9.2,3104,3,2,1,517,247,1970,Boroondara,-37.783,145.0926,Southern Metropolitan,7809,2016
3926,Malvern East,15/5 Warley Rd,2,u,,SP,hockingstuart,11/27/2016,11.2,3145,2,1,1,0,57,1997,Stonnington,-37.8804,145.0501,Southern Metropolitan,8801,2016
3927,Carnegie,218 Neerim Rd,4,h,,S,hockingstuart,12/3/2016,11.4,3163,4,2,0,365,126,1919,Glen Eira,-37.8877,145.0507,Southern Metropolitan,7822,2016
3928,Watsonia,2/42 Wattle Dr,3,h,,S,Buckingham,4/8/2017,14.9,3087,3,1,2,245,126,1970,Banyule,-37.716,145.0769,Northern Metropolitan,2329,2017
3929,North Melbourne,24/302 Abbotsford St,2,u,,S,Jellis,12/3/2016,2.3,3051,2,1,1,0,65,1970,Melbourne,-37.7994,144.9464,Northern Metropolitan,6821,2016
3930,Yarraville,52 Goulburn St,3,h,,SP,Jas,11/12/2016,7,3013,3,1,2,270,126,1920,Maribyrnong,-37.8148,144.8884,Western Metropolitan,6543,2016
3931,Richmond,41 Clifton St,2,h,,S,Jellis,8/13/2016,2.6,3121,2,1,0,108,126,1900,Yarra,-37.8251,144.9959,Northern Metropolitan,14949,2016
3932,Keilor East,564 Buckley St,3,h,,S,Nelson,4/16/2016,12.8,3033,2,2,1,221,126,1970,Moonee Valley,-37.7504,144.8594,Western Metropolitan,5629,2016
3933,Malvern,3 Plant St,4,h,,S,Jellis,6/4/2016,7.4,3144,4,2,2,502,309,2016,Stonnington,-37.8515,145.0324,Southern Metropolitan,4675,2016
3934,Watsonia,3 Leafield St,4,h,,SP,Nelson,8/19/2017,14.5,3087,4,1,1,670,126,1960,,-37.71209,145.0757,Northern Metropolitan,2329,2017
3935,Moorabbin,23 Fiddes St,3,h,,S,Buxton,9/3/2016,14.6,3189,3,1,3,771,126,1970,Kingston,-37.9375,145.0474,Southern Metropolitan,2555,2016
3936,Brighton East,4/2 Hornby St,1,t,,SP,Buxton,9/24/2016,10.7,3187,2,1,1,166,60,2012,Bayside,-37.9159,145.019,Southern Metropolitan,6938,2016
3937,South Yarra,4 Hawksburn Rd,4,h,,S,RT,5/27/2017,2.7,3141,4,2,2,564,254,1920,Stonnington,-37.84405,145.0016,Southern Metropolitan,14887,2017
3938,Preston,33 Grandview Rd,3,h,,VB,Nelson,5/20/2017,8.8,3072,3,1,3,624,145,1950,Darebin,-37.7373,144.9864,Northern Metropolitan,14577,2017
3939,Cairnlea,19 Tussock Gr,4,h,,S,YPA,5/27/2017,14.8,3023,4,2,2,595,126,1970,Brimbank,-37.76203,144.77764,Western Metropolitan,2674,2017
3940,Williamstown North,8/46 Kororoit Creek Rd,2,u,,SP,Williams,3/11/2017,8.9,3016,2,1,1,0,126,1979,Hobsons Bay,-37.8573,144.8854,Western Metropolitan,802,2017
3941,Malvern East,22 Quentin Rd,4,h,,S,hockingstuart,5/20/2017,11.2,3145,4,2,2,230,178,2007,Stonnington,-37.8806,145.0831,Southern Metropolitan,8801,2017
3942,Reservoir,1/15 Delaware St,3,h,,S,Ray,4/23/2016,11.2,3073,3,2,2,0,126,1970,Darebin,-37.7208,145.0148,Northern Metropolitan,21650,2016
3943,Chadstone,2/13 Batesford Rd,3,u,,SA,Buxton,5/20/2017,13.6,3148,3,2,2,286,124,2008,Monash,-37.8755,145.0954,Southern Metropolitan,3582,2017
3944,North Melbourne,306/68 Leveson St,2,u,,VB,Jellis,7/8/2017,1.8,3051,2,1,1,0,126,1970,Melbourne,-37.80272,144.95174,Northern Metropolitan,6821,2017
3945,Fairfield,1/203 Station St,2,u,,VB,Jellis,11/27/2016,5.8,3078,2,1,2,0,75,1970,Darebin,-37.7732,145.0193,Northern Metropolitan,2970,2016
3946,Caulfield North,17/1 Whitehall Ct,2,u,,SP,Gary,4/8/2017,8.1,3161,2,1,1,0,126,1970,Glen Eira,-37.8663,145.0104,Southern Metropolitan,6923,2017
3947,Montmorency,35 Astley St,3,h,,S,Barry,5/27/2017,16.2,3094,3,1,1,575,138,1980,Banyule,-37.72089,145.11987,Eastern Metropolitan,3891,2017
3948,Hampton,38 Orlando St,3,h,,S,Hodges,8/28/2016,13.7,3188,3,2,2,662,126,1880,Bayside,-37.9384,145.0002,Southern Metropolitan,5454,2016
3949,St Kilda,48/352 Canterbury Rd,2,u,,SP,Cayzer,5/28/2016,6.1,3182,2,1,1,0,63,2008,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240,2016
3950,Preston,50 Newcastle St,2,h,,S,Love,6/17/2017,8.4,3072,2,1,1,688,126,1970,Darebin,-37.74847,145.01193,Northern Metropolitan,14577,2017
3951,Brighton East,13 Hornby St,4,h,,S,Hodges,9/10/2016,10.7,3187,5,2,2,999,274,1972,Bayside,-37.9135,145.0189,Southern Metropolitan,6938,2016
3952,Hawthorn,1/125 Riversdale Rd,2,u,,S,Marshall,5/27/2017,5.3,3122,2,1,1,0,126,1970,Boroondara,-37.82887,145.03676,Southern Metropolitan,11308,2017
3953,Clifton Hill,3 Anderson St,2,h,,S,Harrington,4/29/2017,3.4,3068,2,1,1,118,126,1970,Yarra,-37.7933,144.9926,Northern Metropolitan,2954,2017
3954,West Footscray,5/652 Barkly St,2,u,,S,Sweeney,5/28/2016,8.2,3012,2,1,1,0,126,1975,Maribyrnong,-37.7966,144.8716,Western Metropolitan,5058,2016
3955,Williamstown,12/53 Morris St,2,u,,SP,Williams,4/22/2017,8,3016,2,1,2,0,65,1990,Hobsons Bay,-37.8685,144.9058,Western Metropolitan,6380,2017
3956,Lalor,168 Darebin Dr,3,h,,S,Langwell,7/29/2017,16.3,3075,3,1,2,534,129,1960,Whittlesea,-37.67024,145.03644,Northern Metropolitan,8279,2017
3957,Newport,17 Gordon St,3,t,,S,Greg,5/13/2017,8.4,3015,3,2,2,575,128,2017,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498,2017
3958,South Yarra,29 MacFarlan St,2,h,,S,RT,11/7/2016,3.3,3141,2,2,2,355,126,1970,Stonnington,-37.8392,144.9883,Southern Metropolitan,14887,2016
3959,Richmond,2/50 Palmer St,1,u,,S,hockingstuart,6/17/2017,2.4,3121,1,1,1,1347,126,2003,Yarra,-37.81893,145.00631,Northern Metropolitan,14949,2017
3960,Kensington,105/18 Bent St,2,u,,SP,Nelson,6/17/2017,3.4,3031,2,2,1,2135,90,2010,Melbourne,-37.79561,144.93499,Northern Metropolitan,5263,2017
3961,Yarraville,109 Powell St,3,h,,S,Jas,3/4/2017,7,3013,3,2,2,473,171,1920,Maribyrnong,-37.8217,144.8842,Western Metropolitan,6543,2017
3962,Vermont South,23 Overland Dr,4,h,,S,Ray,6/17/2017,17.2,3133,4,2,2,785,126,1970,Whitehorse,-37.86343,145.18542,Eastern Metropolitan,4280,2017
3963,Burwood,15 Loudon Rd,5,h,,S,Jellis,9/3/2016,11.7,3125,4,3,2,661,253,1940,Whitehorse,-37.848,145.098,Southern Metropolitan,5678,2016
3964,Wheelers Hill,7 Darvell Cl,4,h,,S,Jellis,6/24/2017,16.7,3150,4,2,2,733,126,1970,Monash,-37.91293,145.20079,South-Eastern Metropolitan,7392,2017
3965,Mulgrave,35 Bevis St,3,h,,PI,Hall,7/29/2017,18.8,3170,3,1,1,744,117,1960,Monash,-37.93168,145.16126,South-Eastern Metropolitan,7113,2017
3966,Kensington,42 Gower St,3,h,,S,Nelson,7/29/2017,3.4,3031,3,1,0,190,126,1970,Melbourne,-37.7956,144.92779,Northern Metropolitan,5263,2017
3967,Frankston,5 Almora Cl,3,h,,S,O'Brien,6/24/2017,38,3199,3,2,2,571,126,1970,Frankston,-38.14444,145.16788,South-Eastern Metropolitan,17055,2017
3968,Hawthorn,8 Kinkora Rd,4,h,,PI,Marshall,6/24/2017,5.3,3122,4,3,3,451,126,1970,Boroondara,-37.81633,145.02833,Southern Metropolitan,11308,2017
3969,Sunbury,39 Mitchells La,3,h,,S,Raine,9/9/2017,31.7,3429,3,1,2,650,126,1970,,-37.58562,144.71581,Western Metropolitan,14092,2017
3970,Seddon,56 Hamilton St,3,h,,S,Burnham,9/3/2016,6.6,3011,3,1,1,350,116,1890,Maribyrnong,-37.8094,144.8869,Western Metropolitan,2417,2016
3971,Mulgrave,5 Lola St,5,h,,PI,SN,9/23/2017,18.8,3170,5,3,2,654,126,1960,,-37.92914,145.17372,South-Eastern Metropolitan,7113,2017
3972,Moorabbin,7 Walsh Av,3,h,,S,Ray,8/26/2017,14.3,3189,3,1,1,580,0,1970,,-37.94492,145.04938,Southern Metropolitan,2555,2017
3973,Bentleigh East,14B Boronia St,3,t,,S,Buxton,3/4/2017,13.9,3165,3,2,2,297,126,1970,Glen Eira,-37.9135,145.0774,Southern Metropolitan,10969,2017
3974,Doncaster East,10 Heysen Gr,4,h,,S,Philip,7/29/2017,14.3,3109,4,2,2,511,126,1988,Manningham,-37.77746,145.17161,Eastern Metropolitan,10999,2017
3975,Bentleigh,10/21 Bent St,2,u,,PI,Buxton,11/12/2016,13,3204,2,1,0,1045,126,1970,Glen Eira,-37.9158,145.0379,Southern Metropolitan,6795,2016
3976,Brunswick,8/2 Pottery Ct,3,t,,SP,RW,5/22/2016,5.2,3056,3,2,1,0,112,1900,Moreland,-37.7703,144.9533,Northern Metropolitan,11918,2016
3977,Coburg,15 Bishop St,3,h,,S,Nelson,5/13/2017,7.8,3058,3,1,3,480,126,1970,Moreland,-37.7348,144.9509,Northern Metropolitan,11204,2017
3978,Toorak,6 Leighton Ct,3,h,,S,Melbourne,4/23/2016,4.6,3142,4,4,2,565,331,2005,Stonnington,-37.8448,145.0123,Southern Metropolitan,7217,2016
3979,St Kilda,10/81 Alma Rd,2,u,,PI,Buxton,3/4/2017,6.1,3182,2,1,1,0,74,1970,Port Phillip,-37.8616,144.9907,Southern Metropolitan,13240,2017
3980,South Yarra,2/12 Kensington Rd,2,u,,SP,Jellis,8/12/2017,2.7,3141,2,1,0,0,126,1970,Stonnington,-37.83873,145.00133,Southern Metropolitan,14887,2017
3981,Flemington,40 Coronet St,2,h,,SP,Nelson,9/10/2016,4.4,3031,2,1,1,193,126,1970,Moonee Valley,-37.7861,144.9238,Northern Metropolitan,3593,2016
3982,Reservoir,3/36 Myrtle Gr,2,u,,S,Nelson,11/7/2016,11.2,3073,2,1,1,95,126,1970,Darebin,-37.7283,144.9991,Northern Metropolitan,21650,2016
3983,Prahran,20/20 St Edmonds Rd,2,u,,S,hockingstuart,8/12/2017,4.6,3181,2,1,2,0,78,2000,Stonnington,-37.85059,144.99188,Southern Metropolitan,7717,2017
3984,South Melbourne,54b Napier St,2,u,,S,Greg,5/14/2016,2.1,3205,2,1,1,0,126,1970,Port Phillip,-37.8346,144.9673,Southern Metropolitan,5943,2016
3985,Carnegie,48 Lyons St,4,h,,PI,Ray,4/16/2016,11.4,3163,4,2,2,557,200,1938,Glen Eira,-37.8955,145.0515,Southern Metropolitan,7822,2016
3986,Brunswick,58 Donald St,2,h,,S,Nelson,4/16/2016,5.2,3056,2,1,2,200,126,1970,Moreland,-37.7581,144.9678,Northern Metropolitan,11918,2016
3987,Malvern East,8 MacGregor St,4,h,,VB,Fletchers,5/14/2016,11.2,3145,4,3,2,365,110,1930,Stonnington,-37.8818,145.0548,Southern Metropolitan,8801,2016
3988,Sunshine,20 Servante St,3,h,,PI,hockingstuart,10/15/2016,12.6,3020,3,1,3,435,126,1970,Brimbank,-37.7877,144.838,Western Metropolitan,3755,2016
3989,St Kilda,12/352 Canterbury Rd,2,u,,VB,Buxton,2/11/2017,6.1,3182,2,1,1,0,73,2000,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240,2017
3990,Northcote,271 Heidelberg Rd,2,h,,VB,Nelson,9/23/2017,5.3,3070,2,1,0,320,126,1920,,-37.78398,145.01124,Northern Metropolitan,11364,2017
3991,Footscray,405/250 Barkly St,2,u,,SP,Sweeney,6/18/2016,6.4,3011,2,1,1,0,75,2007,Maribyrnong,-37.7992,144.8961,Western Metropolitan,7570,2016
3992,South Yarra,6/2 May Gr,1,u,,S,RT,12/10/2016,3.3,3141,1,1,1,0,126,1970,Stonnington,-37.8425,145.0009,Southern Metropolitan,14887,2016
3993,Newport,4/27 Clyde St,3,t,,S,Greg,11/19/2016,8.4,3015,3,2,2,224,132,2015,Hobsons Bay,-37.8424,144.8653,Western Metropolitan,5498,2016
3994,Kew,6/87 Earl St,3,t,,S,hockingstuart,4/8/2017,5.6,3101,3,2,2,0,102,1980,Boroondara,-37.794,145.033,Southern Metropolitan,10331,2017
3995,Footscray,13 Lynch St,4,h,,S,Sweeney/Advantage,10/8/2016,6.4,3011,3,1,2,411,126,1970,Maribyrnong,-37.7969,144.9049,Western Metropolitan,7570,2016
3996,Brighton East,2/19 Hemming St,3,u,,S,Buxton,2/11/2017,10.7,3187,3,2,2,304,34,1990,Bayside,-37.9308,145.0316,Southern Metropolitan,6938,2017
3997,Coburg,7 Kewarren Ct,4,h,,SP,Nelson,9/16/2017,6.7,3058,4,2,2,301,209,2005,,-37.73697,144.97568,Northern Metropolitan,11204,2017
3998,Keilor Park,50 Collinson St,4,h,,S,YPA,3/18/2017,14.5,3042,4,2,7,754,126,1970,Brimbank,-37.7221,144.8578,Western Metropolitan,1119,2017
3999,Brunswick East,22 Lowan St,3,h,,S,Nelson,8/12/2017,4,3057,3,1,3,471,126,1970,Moreland,-37.77213,144.9829,Northern Metropolitan,5533,2017
4000,Craigieburn,1 Consort Pl,4,h,,S,YPA,8/12/2017,20.6,3064,4,2,2,756,222,2001,Hume,-37.5729,144.93663,Northern Metropolitan,15510,2017
4001,Hawthorn,1g Robinson Rd,3,u,,S,Marshall,6/3/2017,5.3,3122,3,2,2,0,126,1970,Boroondara,-37.83,145.04186,Southern Metropolitan,11308,2017
4002,Hawthorn,23 Melville St,2,h,,S,Jellis,6/4/2016,4.6,3122,2,1,2,235,126,1970,Boroondara,-37.8153,145.0231,Southern Metropolitan,11308,2016
4003,Brighton,86 Dendy St,5,h,,S,Marshall,8/28/2016,11.2,3186,4,2,2,1045,304,1930,Bayside,-37.9205,145.0012,Southern Metropolitan,10579,2016
4004,Brighton,24 North Rd,4,h,,S,Biggin,4/8/2017,11.2,3186,4,2,2,920,333,1990,Bayside,-37.8981,144.9902,Southern Metropolitan,10579,2017
4005,Brunswick,39 Wilkinson St,2,h,,VB,hockingstuart,9/3/2017,5.2,3056,2,1,0,140,90,1890,,-37.76806,144.9598,Northern Metropolitan,11918,2017
4006,Clifton Hill,17 Myrtle St,2,h,,S,Nelson,9/10/2016,3.4,3068,2,1,2,239,96,1900,Yarra,-37.7918,144.997,Northern Metropolitan,2954,2016
4007,Gowanbrae,10 Wonga Pl,4,h,,VB,Nelson,6/24/2017,12.9,3043,4,2,2,620,126,1970,Moreland,-37.70377,144.90217,Western Metropolitan,1071,2017
4008,Northcote,42 Kellett St,3,h,,S,Nelson,5/22/2016,5.5,3070,2,2,2,403,180,1920,Darebin,-37.7673,145.0081,Northern Metropolitan,11364,2016
4009,Craigieburn,328 Waterview Bvd,3,h,,S,Barry,9/23/2017,20.6,3064,3,2,2,448,143,2010,,-37.57869,144.91069,Northern Metropolitan,15510,2017
4010,Werribee,9 Kestrel Pl,3,h,,S,YPA,7/15/2017,14.7,3030,3,1,3,575,126,1970,Wyndham,-37.87628,144.66481,Western Metropolitan,16166,2017
4011,Abbotsford,60 Stafford St,3,h,,S,Biggin,2/25/2017,2.5,3067,3,1,1,168,124,1950,Yarra,-37.8007,144.9958,Northern Metropolitan,4019,2017
4012,Craigieburn,42 Excelsior Hts,6,h,,S,YPA,7/22/2017,20.6,3064,6,3,2,752,40,1970,Hume,-37.57186,144.93495,Northern Metropolitan,15510,2017
4013,Murrumbeena,9b Stewart St,3,u,,S,Hodges,5/27/2017,10.1,3163,3,2,2,441,126,1970,Glen Eira,-37.89706,145.07483,Southern Metropolitan,4442,2017
4014,Viewbank,34 Martins La,3,h,,S,Miles,5/27/2017,8.9,3084,3,2,2,291,151,2000,Banyule,-37.73253,145.0873,Eastern Metropolitan,2698,2017
4015,Kensington,33 McCracken St,4,h,,SP,Hodges,4/22/2017,4.2,3031,4,2,1,309,126,1970,Melbourne,-37.791,144.928,Northern Metropolitan,5263,2017
4016,Brunswick,105 Dawson St,2,h,,PI,Jellis,11/19/2016,5.2,3056,2,1,1,298,88,1910,Moreland,-37.7704,144.9504,Northern Metropolitan,11918,2016
4017,Viewbank,3 The Nook,4,h,,VB,Nelson,7/26/2016,13.8,3084,4,2,2,660,202,1977,Banyule,-37.7375,145.0917,Eastern Metropolitan,2698,2016
4018,Bundoora,30 Glenn Cr,3,h,,S,Ray,9/3/2017,12.1,3083,3,1,2,532,106,1977,,-37.69669,145.04515,Northern Metropolitan,10175,2017
4019,Mulgrave,76 Hansworth St,3,h,,PI,Barry,9/16/2017,18.8,3170,3,1,2,648,126,1970,,-37.93134,145.17584,South-Eastern Metropolitan,7113,2017
4020,Bentleigh East,16 Waratah St,3,t,,S,Woodards,7/29/2017,13.8,3165,3,2,2,669,138,1960,Glen Eira,-37.91289,145.08065,Southern Metropolitan,10969,2017
4021,Aberfeldie,126 The Boulevard,4,h,,S,Nelson,12/10/2016,9.1,3040,4,4,4,670,375,2010,Moonee Valley,-37.7637,144.8931,Western Metropolitan,1543,2016
